,Date,IAU,SLV,CPER
4052,2023-02-05,35.37,20.57,24.56
4051,2023-02-04,35.37,20.57,24.56
4050,2023-02-03,35.37,20.57,24.56
4049,2023-02-02,36.26,21.57,24.82
4048,2023-02-01,37.07,22.08,25.44
4047,2023-01-31,36.59,21.83,25.64
4046,2023-01-30,36.44,21.66,25.37
4045,2023-01-29,36.55,21.68,25.62
4044,2023-01-28,36.55,21.68,25.62
4043,2023-01-27,36.55,21.68,25.62
4042,2023-01-26,36.59,21.99,25.96
4041,2023-01-25,36.94,21.97,25.88
4040,2023-01-24,36.75,21.76,25.84
4039,2023-01-23,36.62,21.58,25.79
4038,2023-01-22,36.55,22.02,25.93
4037,2023-01-21,36.55,22.02,25.93
4036,2023-01-20,36.55,22.02,25.93
4035,2023-01-19,36.69,21.96,25.77
4034,2023-01-18,36.11,21.57,25.57
4033,2023-01-17,36.21,22.01,25.67
4032,2023-01-16,36.45,22.33,25.55
4031,2023-01-15,36.45,22.33,25.55
4030,2023-01-14,36.45,22.33,25.55
4029,2023-01-13,36.45,22.33,25.55
4028,2023-01-12,36.02,21.88,25.25
4027,2023-01-11,35.61,21.55,25.34
4026,2023-01-10,35.62,21.73,24.69
4025,2023-01-09,35.5,21.74,24.29
4024,2023-01-08,35.43,21.92,23.79
4023,2023-01-07,35.43,21.92,23.79
4022,2023-01-06,35.43,21.92,23.79
4021,2023-01-05,34.79,21.39,23.18
4020,2023-01-04,35.21,21.89,22.66
4019,2023-01-03,34.88,22.05,22.79
4018,2023-01-02,34.59,22.02,23.09
4017,2023-01-01,34.59,22.02,23.09
4016,2022-12-31,34.59,22.02,23.09
4015,2022-12-30,34.59,22.02,23.09
4014,2022-12-29,34.44,21.97,23.16
4013,2022-12-28,34.22,21.6,23.16
4012,2022-12-27,34.38,22.11,23.02
4011,2022-12-26,34.11,21.85,23.06
4010,2022-12-25,34.11,21.85,23.06
4009,2022-12-24,34.11,21.85,23.06
4008,2022-12-23,34.11,21.85,23.06
4007,2022-12-22,33.99,21.69,22.73
4006,2022-12-21,34.43,22.07,23.07
4005,2022-12-20,34.49,22.23,23.02
4004,2022-12-19,33.91,21.12,22.73
4003,2022-12-18,34.0,21.37,22.78
4002,2022-12-17,34.0,21.37,22.78
4001,2022-12-16,34.0,21.37,22.78
4000,2022-12-15,33.72,21.24,22.79
3999,2022-12-14,34.28,21.99,23.3
3998,2022-12-13,34.36,21.83,23.24
3997,2022-12-12,33.76,21.46,23.03
3996,2022-12-11,34.05,21.56,23.23
3995,2022-12-10,34.05,21.56,23.23
3994,2022-12-09,34.05,21.56,23.23
3993,2022-12-08,33.94,21.21,23.43
3992,2022-12-07,33.91,20.92,23.26
3991,2022-12-06,33.62,20.44,23.06
3990,2022-12-05,33.51,20.44,22.87
3989,2022-12-04,34.12,21.29,23.3
3988,2022-12-03,34.12,21.29,23.3
3987,2022-12-02,34.12,21.29,23.3
3986,2022-12-01,34.23,20.98,22.9
3985,2022-11-30,33.6,20.43,22.82
3984,2022-11-29,33.19,19.56,22.01
3983,2022-11-28,33.01,19.26,21.69
3982,2022-11-27,33.28,19.72,21.81
3981,2022-11-26,33.28,19.72,21.81
3980,2022-11-25,33.28,19.72,21.81
3979,2022-11-24,33.24,19.81,21.96
3978,2022-11-23,33.24,19.81,21.96
3977,2022-11-22,33.03,19.43,21.87
3976,2022-11-21,33.01,19.2,21.6
3975,2022-11-20,33.19,19.25,21.96
3974,2022-11-19,33.19,19.25,21.96
3973,2022-11-18,33.19,19.25,21.96
3972,2022-11-17,33.41,19.29,22.19
3971,2022-11-16,33.66,19.74,22.69
3970,2022-11-15,33.74,19.88,23.04
3969,2022-11-14,33.64,20.24,23.16
3968,2022-11-13,33.56,19.95,23.73
3967,2022-11-12,33.56,19.95,23.73
3966,2022-11-11,33.56,19.95,23.73
3965,2022-11-10,33.33,19.97,22.84
3964,2022-11-09,32.34,19.36,22.14
3963,2022-11-08,32.49,19.7,22.14
3962,2022-11-07,31.77,19.15,21.69
3961,2022-11-06,31.91,19.26,22.39
3960,2022-11-05,31.91,19.26,22.39
3959,2022-11-04,31.91,19.26,22.39
3958,2022-11-03,30.96,17.94,20.65
3957,2022-11-02,31.06,17.73,20.73
3956,2022-11-01,31.29,18.05,20.95
3955,2022-10-31,30.98,17.62,20.35
3954,2022-10-30,31.22,17.74,20.74
3953,2022-10-29,31.22,17.74,20.74
3952,2022-10-28,31.22,17.74,20.74
3951,2022-10-27,31.56,17.98,21.23
3950,2022-10-26,31.6,17.98,21.4
3949,2022-10-25,31.39,17.86,20.53
3948,2022-10-24,31.32,17.68,20.71
3947,2022-10-23,31.43,17.76,20.98
3946,2022-10-22,31.43,17.76,20.98
3945,2022-10-21,31.43,17.76,20.98
3944,2022-10-20,30.88,17.17,20.49
3943,2022-10-19,30.92,17.01,19.99
3942,2022-10-18,31.34,17.23,20.22
3941,2022-10-17,31.28,17.12,20.47
3940,2022-10-16,31.17,16.81,20.54
3939,2022-10-15,31.17,16.81,20.54
3938,2022-10-14,31.17,16.81,20.54
3937,2022-10-13,31.57,17.39,20.88
3936,2022-10-12,31.81,17.59,20.63
3935,2022-10-11,31.62,17.68,20.58
3934,2022-10-10,31.69,18.09,20.74
3933,2022-10-09,32.19,18.5,20.34
3932,2022-10-08,32.19,18.5,20.34
3931,2022-10-07,32.19,18.5,20.34
3930,2022-10-06,32.55,19.04,20.69
3929,2022-10-05,32.58,18.99,21.38
3928,2022-10-04,32.75,19.36,21.08
3927,2022-10-03,32.28,19.1,20.54
3926,2022-10-02,31.53,17.5,20.45
3925,2022-10-01,31.53,17.5,20.45
3924,2022-09-30,31.53,17.5,20.45
3923,2022-09-29,31.52,17.37,20.67
3922,2022-09-28,31.52,17.45,20.37
3921,2022-09-27,30.88,16.9,19.79
3920,2022-09-26,30.82,16.92,19.82
3919,2022-09-25,31.18,17.36,20.12
3918,2022-09-24,31.18,17.36,20.12
3917,2022-09-23,31.18,17.36,20.12
3916,2022-09-22,31.73,18.09,20.82
3915,2022-09-21,31.74,18.06,20.69
3914,2022-09-20,31.61,17.73,21.04
3913,2022-09-19,31.78,17.99,21.22
3912,2022-09-18,31.75,17.99,21.31
3911,2022-09-17,31.75,17.99,21.31
3910,2022-09-16,31.75,17.99,21.31
3909,2022-09-15,31.58,17.63,20.88
3908,2022-09-14,32.19,18.0,21.12
3907,2022-09-13,32.31,17.83,21.21
3906,2022-09-12,32.75,18.17,21.75
3905,2022-09-11,32.58,17.32,21.37
3904,2022-09-10,32.58,17.32,21.37
3903,2022-09-09,32.58,17.32,21.37
3902,2022-09-08,32.4,17.03,21.33
3901,2022-09-07,32.61,17.0,20.71
3900,2022-09-06,32.27,16.54,20.84
3899,2022-09-05,32.47,16.57,20.45
3898,2022-09-04,32.47,16.57,20.45
3897,2022-09-03,32.47,16.57,20.45
3896,2022-09-02,32.47,16.57,20.45
3895,2022-09-01,32.16,16.38,20.5
3894,2022-08-31,32.46,16.58,21.13
3893,2022-08-30,32.71,16.96,21.37
3892,2022-08-29,32.99,17.29,21.67
3891,2022-08-28,32.98,17.36,22.19
3890,2022-08-27,32.98,17.36,22.19
3889,2022-08-26,32.98,17.36,22.19
3888,2022-08-25,33.38,17.73,22.32
3887,2022-08-24,33.27,17.63,21.96
3886,2022-08-23,33.18,17.62,22.25
3885,2022-08-22,32.93,17.5,22.04
3884,2022-08-21,33.15,17.55,22.1
3883,2022-08-20,33.15,17.55,22.1
3882,2022-08-19,33.15,17.55,22.1
3881,2022-08-18,33.41,18.04,22.03
3880,2022-08-17,33.5,18.25,21.66
3879,2022-08-16,33.71,18.57,21.86
3878,2022-08-15,33.78,18.68,21.87
3877,2022-08-14,34.21,19.17,22.2
3876,2022-08-13,34.21,19.17,22.2
3875,2022-08-12,34.21,19.17,22.2
3874,2022-08-11,33.9,18.67,22.28
3873,2022-08-10,34.01,18.95,22.0
3872,2022-08-09,34.07,18.93,21.7
3871,2022-08-08,33.97,19.03,21.74
3870,2022-08-07,33.68,18.33,21.57
3869,2022-08-06,33.68,18.33,21.57
3868,2022-08-05,33.68,18.33,21.57
3867,2022-08-04,34.05,18.64,21.1
3866,2022-08-03,33.52,18.49,21.03
3865,2022-08-02,33.42,18.41,21.05
3864,2022-08-01,33.63,18.79,21.33
3863,2022-07-31,33.45,18.7,21.7
3862,2022-07-30,33.45,18.7,21.7
3861,2022-07-29,33.45,18.7,21.7
3860,2022-07-28,33.35,18.43,21.02
3859,2022-07-27,32.95,17.6,21.0
3858,2022-07-26,32.61,17.16,20.49
3857,2022-07-25,32.65,16.98,20.38
3856,2022-07-24,32.75,17.14,20.06
3855,2022-07-23,32.75,17.14,20.06
3854,2022-07-22,32.75,17.14,20.06
3853,2022-07-21,32.66,17.4,19.95
3852,2022-07-20,32.21,17.19,20.09
3851,2022-07-19,32.51,17.29,19.86
3850,2022-07-18,32.42,17.22,20.01
3849,2022-07-17,32.4,17.19,19.51
3848,2022-07-16,32.4,17.19,19.51
3847,2022-07-15,32.4,17.19,19.51
3846,2022-07-14,32.45,17.0,19.51
3845,2022-07-13,32.94,17.69,20.04
3844,2022-07-12,32.77,17.44,19.63
3843,2022-07-11,32.88,17.58,20.65
3842,2022-07-10,33.09,17.79,21.26
3841,2022-07-09,33.09,17.79,21.26
3840,2022-07-08,33.09,17.79,21.26
3839,2022-07-07,33.07,17.75,21.34
3838,2022-07-06,33.05,17.69,20.78
3837,2022-07-05,33.58,17.73,20.74
3836,2022-07-04,34.3,18.31,21.82
3835,2022-07-03,34.3,18.31,21.82
3834,2022-07-02,34.3,18.31,21.82
3833,2022-07-01,34.3,18.31,21.82
3832,2022-06-30,34.31,18.64,22.22
3831,2022-06-29,34.55,19.14,22.8
3830,2022-06-28,34.56,19.19,22.71
3829,2022-06-27,34.63,19.49,22.73
3828,2022-06-26,34.66,19.51,22.6
3827,2022-06-25,34.66,19.51,22.6
3826,2022-06-24,34.66,19.51,22.6
3825,2022-06-23,34.68,19.37,22.68
3824,2022-06-22,34.92,19.76,23.8
3823,2022-06-21,34.76,19.98,24.37
3822,2022-06-20,34.89,19.98,24.37
3821,2022-06-19,34.89,19.98,24.37
3820,2022-06-18,34.89,19.98,24.37
3819,2022-06-17,34.89,19.98,24.37
3818,2022-06-16,35.19,20.24,24.84
3817,2022-06-15,34.8,19.96,25.25
3816,2022-06-14,34.34,19.37,25.06
3815,2022-06-13,34.62,19.5,25.41
3814,2022-06-12,35.56,20.19,26.04
3813,2022-06-11,35.56,20.19,26.04
3812,2022-06-10,35.56,20.19,26.04
3811,2022-06-09,35.09,19.97,26.39
3810,2022-06-08,35.2,20.35,26.83
3809,2022-06-07,35.21,20.52,26.975
3808,2022-06-06,34.98,20.37,26.88
3807,2022-06-05,35.15,20.23,27.06
3806,2022-06-04,35.15,20.23,27.06
3805,2022-06-03,35.15,20.23,27.06
3804,2022-06-02,35.52,20.59,27.62
3803,2022-06-01,35.09,20.13,26.23
3802,2022-05-31,34.87,19.84,25.97
3801,2022-05-30,35.23,20.36,26.18
3800,2022-05-29,35.23,20.36,26.18
3799,2022-05-28,35.23,20.36,26.18
3798,2022-05-27,35.23,20.36,26.18
3797,2022-05-26,35.2,20.31,25.85
3796,2022-05-25,35.26,20.34,25.91
3795,2022-05-24,35.48,20.39,26.1
3794,2022-05-23,35.23,20.1,26.25
3793,2022-05-22,35.04,20.07,25.97
3792,2022-05-21,35.04,20.07,25.97
3791,2022-05-20,35.04,20.07,25.97
3790,2022-05-19,35.03,20.27,25.85
3789,2022-05-18,34.51,19.73,25.07
3788,2022-05-17,34.51,19.92,25.57
3787,2022-05-16,34.71,19.93,25.47
3786,2022-05-15,34.39,19.42,25.25
3785,2022-05-14,34.39,19.42,25.25
3784,2022-05-13,34.39,19.42,25.25
3783,2022-05-12,34.66,19.12,24.73
3782,2022-05-11,35.2,19.87,25.45
3781,2022-05-10,34.91,19.55,25.23
3780,2022-05-09,35.21,20.03,25.46
3779,2022-05-08,35.74,20.66,25.75
3778,2022-05-07,35.74,20.66,25.75
3777,2022-05-06,35.74,20.66,25.75
3776,2022-05-05,35.67,20.78,25.96
3775,2022-05-04,35.82,21.28,26.5
3774,2022-05-03,35.47,20.83,25.94
3773,2022-05-02,35.37,20.87,25.9
3772,2022-05-01,36.04,21.04,26.45
3771,2022-04-30,36.04,21.04,26.45
3770,2022-04-29,36.04,21.04,26.45
3769,2022-04-28,36.04,21.42,26.84
3768,2022-04-27,35.84,21.49,27.0
3767,2022-04-26,36.11,21.65,26.9
3766,2022-04-25,36.06,21.83,27.27
3765,2022-04-24,36.72,22.31,27.83
3764,2022-04-23,36.72,22.31,27.83
3763,2022-04-22,36.72,22.31,27.83
3762,2022-04-21,37.09,22.79,28.42
3761,2022-04-20,37.22,23.28,28.4
3760,2022-04-19,37.01,23.24,28.62
3759,2022-04-18,37.59,23.87,29.25
3758,2022-04-17,37.47,23.64,28.59
3757,2022-04-16,37.47,23.64,28.59
3756,2022-04-15,37.47,23.64,28.59
3755,2022-04-14,37.47,23.64,28.59
3754,2022-04-13,37.62,23.75,28.6
3753,2022-04-12,37.42,23.47,28.57
3752,2022-04-11,37.14,23.15,28.1
3751,2022-04-10,36.97,22.82,28.67
3750,2022-04-09,36.97,22.82,28.67
3749,2022-04-08,36.97,22.82,28.67
3748,2022-04-07,36.7,22.7,28.65
3747,2022-04-06,36.58,22.57,28.73
3746,2022-04-05,36.49,22.36,28.92
3745,2022-04-04,36.73,22.63,29.12
3744,2022-04-03,36.54,22.74,28.65
3743,2022-04-02,36.54,22.74,28.65
3742,2022-04-01,36.54,22.74,28.65
3741,2022-03-31,36.83,22.88,28.71
3740,2022-03-30,36.76,22.94,28.82
3739,2022-03-29,36.5,22.91,28.92
3738,2022-03-28,36.48,22.93,28.75
3737,2022-03-27,37.16,23.48,28.61
3736,2022-03-26,37.16,23.48,28.61
3735,2022-03-25,37.16,23.48,28.61
3734,2022-03-24,37.29,23.61,28.73
3733,2022-03-23,36.99,23.24,29.15
3732,2022-03-22,36.54,22.88,28.63
3731,2022-03-21,36.78,23.28,28.55
3730,2022-03-20,36.5,23.02,28.72
3729,2022-03-19,36.5,23.02,28.72
3728,2022-03-18,36.5,23.02,28.72
3727,2022-03-17,36.85,23.33,28.59
3726,2022-03-16,36.65,23.11,28.31
3725,2022-03-15,36.45,23.0,27.44
3724,2022-03-14,37.11,23.16,27.41
3723,2022-03-13,37.68,23.87,28.0
3722,2022-03-12,37.68,23.87,28.0
3721,2022-03-11,37.68,23.87,28.0
3720,2022-03-10,37.97,24.01,28.26
3719,2022-03-09,37.84,23.8,27.85
3718,2022-03-08,38.98,24.45,28.87
3717,2022-03-07,37.95,23.7,28.91
3716,2022-03-06,37.4,23.64,29.9
3715,2022-03-05,37.4,23.64,29.9
3714,2022-03-04,37.4,23.64,29.9
3713,2022-03-03,36.82,23.29,29.2
3712,2022-03-02,36.61,23.37,28.5
3711,2022-03-01,36.99,23.54,27.82
3710,2022-02-28,36.31,22.62,27.4
3709,2022-02-27,35.96,22.4,27.44
3708,2022-02-26,35.96,22.4,27.44
3707,2022-02-25,35.96,22.4,27.44
3706,2022-02-24,36.08,22.31,27.44
3705,2022-02-23,36.31,22.73,27.12
3704,2022-02-22,36.15,22.31,27.465
3703,2022-02-21,36.06,22.12,27.5605
3702,2022-02-20,36.06,22.12,27.5605
3701,2022-02-19,36.06,22.12,27.5605
3700,2022-02-18,36.06,22.12,27.5605
3699,2022-02-17,36.1,22.04,27.46
3698,2022-02-16,35.61,21.87,27.645
3697,2022-02-15,35.23,21.61,27.63
3696,2022-02-14,35.58,22.05,27.39
3695,2022-02-13,35.41,21.83,27.14
3694,2022-02-12,35.41,21.83,27.14
3693,2022-02-11,35.41,21.83,27.14
3692,2022-02-10,34.73,21.42,28.15
3691,2022-02-09,34.87,21.53,28.26
3690,2022-02-08,34.73,21.45,27.29
3689,2022-02-07,34.66,21.27,27.34
3688,2022-02-06,34.39,20.79,27.45
3687,2022-02-05,34.39,20.79,27.45
3686,2022-02-04,34.39,20.79,27.45
3685,2022-02-03,34.36,20.71,27.19
3684,2022-02-02,34.38,20.93,27.32
3683,2022-02-01,34.27,20.94,27.04
3682,2022-01-31,34.22,20.8,26.5
3681,2022-01-30,34.03,20.71,26.4
3680,2022-01-29,34.03,20.71,26.4
3679,2022-01-28,34.03,20.71,26.4
3678,2022-01-27,34.14,21.02,26.92
3677,2022-01-26,34.56,21.72,27.17
3676,2022-01-25,35.13,22.02,27.18
3675,2022-01-24,35.01,22.11,27.1
3674,2022-01-23,34.84,22.38,27.45
3673,2022-01-22,34.84,22.38,27.45
3672,2022-01-21,34.84,22.38,27.45
3671,2022-01-20,34.96,22.62,27.58
3670,2022-01-19,35.05,22.37,27.09
3669,2022-01-18,34.5,21.69,26.84
3668,2022-01-17,34.54,21.2,27.1
3667,2022-01-16,34.54,21.2,27.1
3666,2022-01-15,34.54,21.2,27.1
3665,2022-01-14,34.54,21.2,27.1
3664,2022-01-13,34.65,21.33,27.5
3663,2022-01-12,34.75,21.45,27.86
3662,2022-01-11,34.68,21.05,27.03
3661,2022-01-10,34.25,20.76,26.61
3660,2022-01-09,34.15,20.62,26.89
3659,2022-01-08,34.15,20.62,26.89
3658,2022-01-07,34.15,20.62,26.89
3657,2022-01-06,34.0,20.51,26.59
3656,2022-01-05,34.41,21.0,26.7
3655,2022-01-04,34.52,21.32,27.26
3654,2022-01-03,34.26,21.18,26.96
3653,2022-01-02,34.81,21.51,27.21
3652,2022-01-01,34.81,21.51,27.21
3651,2021-12-31,34.81,21.51,27.21
3650,2021-12-30,34.57,21.34,26.74
3649,2021-12-29,34.33,21.11,26.97
3648,2021-12-28,34.34,21.27,27.04
3647,2021-12-27,34.48,21.33,27.27
3646,2021-12-26,34.41,21.16,26.83
3645,2021-12-25,34.41,21.16,26.83
3644,2021-12-24,34.41,21.16,26.83
3643,2021-12-23,34.41,21.16,26.83
3642,2021-12-22,34.33,21.1,26.78
3641,2021-12-21,34.01,20.77,26.56
3640,2021-12-20,34.01,20.57,26.25
3639,2021-12-19,34.16,20.68,26.16
3638,2021-12-18,34.16,20.68,26.16
3637,2021-12-17,34.16,20.68,26.16
3636,2021-12-16,34.22,20.79,26.19
3635,2021-12-15,33.82,20.41,26.0
3634,2021-12-14,33.7,20.31,26.01
3633,2021-12-13,34.0,20.61,26.17
3632,2021-12-12,33.91,20.5,26.21
3631,2021-12-11,33.91,20.5,26.21
3630,2021-12-10,33.91,20.5,26.21
3629,2021-12-09,33.76,20.3,26.27
3628,2021-12-08,33.97,20.76,26.74
3627,2021-12-07,33.96,20.81,26.49
3626,2021-12-06,33.83,20.71,26.49
3625,2021-12-05,33.93,20.85,26.08
3624,2021-12-04,33.93,20.85,26.08
3623,2021-12-03,33.93,20.85,26.08
3622,2021-12-02,33.64,20.69,26.2
3621,2021-12-01,33.84,20.57,25.68
3620,2021-11-30,33.68,21.06,26.21
3619,2021-11-29,33.94,21.16,26.55
3618,2021-11-28,33.96,21.37,26.28
3617,2021-11-27,33.96,21.37,26.28
3616,2021-11-26,33.96,21.37,26.28
3615,2021-11-25,34.03,21.79,27.32
3614,2021-11-24,34.03,21.79,27.32
3613,2021-11-23,34.07,21.92,26.99
3612,2021-11-22,34.34,22.34,26.73
3611,2021-11-21,35.15,22.75,26.77
3610,2021-11-20,35.15,22.75,26.77
3609,2021-11-19,35.15,22.75,26.77
3608,2021-11-18,35.41,22.96,26.3
3607,2021-11-17,35.53,23.17,25.81
3606,2021-11-16,35.21,22.96,26.56
3605,2021-11-15,35.45,23.24,26.94
3604,2021-11-14,35.5,23.42,27.19
3603,2021-11-13,35.5,23.42,27.19
3602,2021-11-12,35.5,23.42,27.19
3601,2021-11-11,35.45,23.35,26.91
3600,2021-11-10,35.26,22.87,26.25
3599,2021-11-09,34.87,22.53,26.76
3598,2021-11-08,34.7,22.65,26.93
3597,2021-11-07,34.56,22.35,26.57
3596,2021-11-06,34.56,22.35,26.57
3595,2021-11-05,34.56,22.35,26.57
3594,2021-11-04,34.1,22.0,26.37
3593,2021-11-03,33.75,21.81,26.67
3592,2021-11-02,34.03,21.8,26.72
3591,2021-11-01,34.1,22.23,26.86
3590,2021-10-31,33.93,22.09,26.84
3589,2021-10-30,33.93,22.09,26.84
3588,2021-10-29,33.93,22.09,26.84
3587,2021-10-28,34.22,22.27,27.1
3586,2021-10-27,34.22,22.29,26.82
3585,2021-10-26,34.13,22.37,27.5
3584,2021-10-25,34.39,22.74,27.7
3583,2021-10-24,34.15,22.54,27.53
3582,2021-10-23,34.15,22.54,27.53
3581,2021-10-22,34.15,22.54,27.53
3580,2021-10-21,33.95,22.35,27.86
3579,2021-10-20,33.98,22.53,29.04
3578,2021-10-19,33.68,21.89,28.62
3577,2021-10-18,33.57,21.49,28.78
3576,2021-10-17,33.66,21.58,28.95
3575,2021-10-16,33.66,21.58,28.95
3574,2021-10-15,33.66,21.58,28.95
3573,2021-10-14,34.2,21.8,28.22
3572,2021-10-13,34.11,21.33,27.53
3571,2021-10-12,33.52,20.93,26.4
3570,2021-10-11,33.36,20.88,26.65
3569,2021-10-10,33.42,20.95,26.17
3568,2021-10-09,33.42,20.95,26.17
3567,2021-10-08,33.42,20.95,26.17
3566,2021-10-07,33.4,20.9,26.09
3565,2021-10-06,33.59,20.96,25.5
3564,2021-10-05,33.5,20.92,25.58
3563,2021-10-04,33.65,20.98,25.87
3562,2021-10-03,33.49,20.83,25.74
3561,2021-10-02,33.49,20.83,25.74
3560,2021-10-01,33.49,20.83,25.74
3559,2021-09-30,33.41,20.52,25.05
3558,2021-09-29,32.85,19.95,25.5
3557,2021-09-28,32.98,20.78,26.01
3556,2021-09-27,33.32,20.94,26.17
3555,2021-09-26,33.25,20.71,26.18
3554,2021-09-25,33.25,20.71,26.18
3553,2021-09-24,33.25,20.71,26.18
3552,2021-09-23,33.27,20.91,25.85
3551,2021-09-22,33.65,20.99,25.8
3550,2021-09-21,33.79,20.84,25.26
3549,2021-09-20,33.58,20.59,25.22
3548,2021-09-19,33.34,20.74,26.06
3547,2021-09-18,33.34,20.74,26.06
3546,2021-09-17,33.34,20.74,26.06
3545,2021-09-16,33.39,21.25,26.11
3544,2021-09-15,34.16,22.07,27.0
3543,2021-09-14,34.37,22.1,26.39
3542,2021-09-13,34.14,21.99,26.69
3541,2021-09-12,34.04,21.99,27.1
3540,2021-09-11,34.04,21.99,27.1
3539,2021-09-10,34.04,21.99,27.1
3538,2021-09-09,34.18,22.27,26.16
3537,2021-09-08,34.04,22.17,25.87
3536,2021-09-07,34.13,22.51,26.11
3535,2021-09-06,34.82,22.88,26.46
3534,2021-09-05,34.82,22.88,26.46
3533,2021-09-04,34.82,22.88,26.46
3532,2021-09-03,34.82,22.88,26.46
3531,2021-09-02,34.45,22.14,26.35
3530,2021-09-01,34.55,22.37,26.18
3529,2021-08-31,34.53,22.14,26.7
3528,2021-08-30,34.46,22.26,26.81
3527,2021-08-29,34.62,22.33,26.575
3526,2021-08-28,34.62,22.33,26.575
3525,2021-08-27,34.62,22.33,26.575
3524,2021-08-26,34.13,21.85,25.96
3523,2021-08-25,34.09,22.09,26.22
3522,2021-08-24,34.32,22.08,26.0
3521,2021-08-23,34.33,21.88,25.72
3520,2021-08-22,33.92,21.35,25.3
3519,2021-08-21,33.92,21.35,25.3
3518,2021-08-20,33.92,21.35,25.3
3517,2021-08-19,33.91,21.51,24.72
3516,2021-08-18,34.02,21.76,25.15
3515,2021-08-17,33.98,21.9,25.8
3514,2021-08-16,34.03,22.1,26.45
3513,2021-08-15,33.87,21.97,26.81
3512,2021-08-14,33.87,21.97,26.81
3511,2021-08-13,33.87,21.97,26.81
3510,2021-08-12,33.39,21.5,26.67
3509,2021-08-11,33.38,21.84,26.8
3508,2021-08-10,32.93,21.62,26.67
3507,2021-08-09,32.91,21.75,26.22
3506,2021-08-08,33.52,22.52,26.5
3505,2021-08-07,33.52,22.52,26.5
3504,2021-08-06,33.52,22.52,26.5
3503,2021-08-05,34.35,23.3,26.61
3502,2021-08-04,34.51,23.54,26.48
3501,2021-08-03,34.49,23.68,26.88
3500,2021-08-02,34.53,23.53,27.14
3499,2021-08-01,34.56,23.63,27.38
3498,2021-07-31,34.56,23.63,27.38
3497,2021-07-30,34.56,23.63,27.38
3496,2021-07-29,34.83,23.72,27.78
3495,2021-07-28,34.44,23.17,27.39
3494,2021-07-27,34.29,22.96,28.0
3493,2021-07-26,34.23,23.36,28.15
3492,2021-07-25,34.29,23.35,27.19
3491,2021-07-24,34.29,23.35,27.19
3490,2021-07-23,34.29,23.35,27.19
3489,2021-07-22,34.41,23.56,26.52
3488,2021-07-21,34.34,23.42,26.19
3487,2021-07-20,34.47,23.14,26.09
3486,2021-07-19,34.5,23.29,25.73
3485,2021-07-18,34.48,23.77,26.33
3484,2021-07-17,34.48,23.77,26.33
3483,2021-07-16,34.48,23.77,26.33
3482,2021-07-15,34.81,24.38,26.36
3481,2021-07-14,34.8,24.33,26.11
3480,2021-07-13,34.45,24.08,26.29
3479,2021-07-12,34.4,24.28,26.45
3478,2021-07-11,34.43,24.19,26.62
3477,2021-07-10,34.43,24.19,26.62
3476,2021-07-09,34.43,24.19,26.62
3475,2021-07-08,34.33,24.01,26.13
3474,2021-07-07,34.34,24.24,26.4
3473,2021-07-06,34.22,24.23,26.05
3472,2021-07-05,34.04,24.55,26.2
3471,2021-07-04,34.04,24.55,26.2
3470,2021-07-03,34.04,24.55,26.2
3469,2021-07-02,34.04,24.55,26.2
3468,2021-07-01,33.81,24.11,25.98
3467,2021-06-30,33.71,24.22,26.23
3466,2021-06-29,33.53,23.89,26.18
3465,2021-06-28,33.88,24.21,26.22
3464,2021-06-27,33.88,24.18,26.38
3463,2021-06-26,33.88,24.18,26.38
3462,2021-06-25,33.88,24.18,26.38
3461,2021-06-24,33.77,24.04,26.48
3460,2021-06-23,33.8,23.93,26.4
3459,2021-06-22,33.83,23.85,25.95
3458,2021-06-21,33.97,24.08,25.65
3457,2021-06-20,33.56,23.88,25.5
3456,2021-06-19,33.56,23.88,25.5
3455,2021-06-18,33.56,23.88,25.5
3454,2021-06-17,33.75,24.05,25.71
3453,2021-06-16,34.82,25.26,26.5
3452,2021-06-15,35.41,25.65,26.81
3451,2021-06-14,35.55,25.84,27.94
3450,2021-06-13,35.76,25.87,28.0
3449,2021-06-12,35.76,25.87,28.0
3448,2021-06-11,35.76,25.87,28.0
3447,2021-06-10,36.16,25.97,27.66
3446,2021-06-09,36.01,25.78,27.85
3445,2021-06-08,36.07,25.61,27.99
3444,2021-06-07,36.19,25.9,27.85
3443,2021-06-06,36.04,25.78,27.83
3442,2021-06-05,36.04,25.78,27.83
3441,2021-06-04,36.04,25.78,27.83
3440,2021-06-03,35.64,25.46,27.46
3439,2021-06-02,36.37,26.15,28.28
3438,2021-06-01,36.2,25.84,28.7
3437,2021-05-31,36.26,25.9,28.85
3436,2021-05-30,36.26,25.9,28.85
3435,2021-05-29,36.26,25.9,28.85
3434,2021-05-28,36.26,25.9,28.85
3433,2021-05-27,36.16,25.85,28.74
3432,2021-05-26,36.14,25.67,27.84
3431,2021-05-25,36.2,25.99,27.82
3430,2021-05-24,35.88,25.75,27.94
3429,2021-05-23,35.84,25.53,27.75
3428,2021-05-22,35.84,25.53,27.75
3427,2021-05-21,35.84,25.53,27.75
3426,2021-05-20,35.8,25.79,28.0
3425,2021-05-19,35.64,25.73,28.04
3424,2021-05-18,35.6,26.15,29.15
3423,2021-05-17,35.56,26.19,29.04
3422,2021-05-16,35.12,25.46,28.67
3421,2021-05-15,35.12,25.46,28.67
3420,2021-05-14,35.12,25.46,28.67
3419,2021-05-13,34.84,25.16,28.85
3418,2021-05-12,34.68,25.09,29.11
