,Date,Actual,Forecast,Surprise
2740,2018-07-03,3.1,2.8,0.30000000000000027
2739,2018-07-02,3.1,2.8,0.30000000000000027
2738,2018-07-01,3.1,2.8,0.30000000000000027
2737,2018-06-30,3.1,2.8,0.30000000000000027
2736,2018-06-29,3.1,2.8,0.30000000000000027
2735,2018-06-28,3.1,2.8,0.30000000000000027
2734,2018-06-27,3.1,2.8,0.30000000000000027
2733,2018-06-26,3.1,2.8,0.30000000000000027
2732,2018-06-25,3.1,2.8,0.30000000000000027
2731,2018-06-24,3.1,2.8,0.30000000000000027
2730,2018-06-23,3.1,2.8,0.30000000000000027
2729,2018-06-22,3.1,2.8,0.30000000000000027
2728,2018-06-21,3.1,2.8,0.30000000000000027
2727,2018-06-20,3.1,2.8,0.30000000000000027
2726,2018-06-19,3.1,2.8,0.30000000000000027
2725,2018-06-18,3.1,2.8,0.30000000000000027
2724,2018-06-17,3.1,2.8,0.30000000000000027
2723,2018-06-16,3.1,2.8,0.30000000000000027
2722,2018-06-15,3.1,2.8,0.30000000000000027
2721,2018-06-14,3.1,2.8,0.30000000000000027
2720,2018-06-13,3.1,2.8,0.30000000000000027
2719,2018-06-12,2.6,2.8,-0.19999999999999973
2718,2018-06-11,2.6,2.8,-0.19999999999999973
2717,2018-06-10,2.6,2.8,-0.19999999999999973
2716,2018-06-09,2.6,2.8,-0.19999999999999973
2715,2018-06-08,2.6,2.8,-0.19999999999999973
2714,2018-06-07,2.6,2.8,-0.19999999999999973
2713,2018-06-06,2.6,2.8,-0.19999999999999973
2712,2018-06-05,2.6,2.8,-0.19999999999999973
2711,2018-06-04,2.6,2.8,-0.19999999999999973
2710,2018-06-03,2.6,2.8,-0.19999999999999973
2709,2018-06-02,2.6,2.8,-0.19999999999999973
2708,2018-06-01,2.6,2.8,-0.19999999999999973
2707,2018-05-31,2.6,2.8,-0.19999999999999973
2706,2018-05-30,2.6,2.8,-0.19999999999999973
2705,2018-05-29,2.6,2.8,-0.19999999999999973
2704,2018-05-28,2.6,2.8,-0.19999999999999973
2703,2018-05-27,2.6,2.8,-0.19999999999999973
2702,2018-05-26,2.6,2.8,-0.19999999999999973
2701,2018-05-25,2.6,2.8,-0.19999999999999973
2700,2018-05-24,2.6,2.8,-0.19999999999999973
2699,2018-05-23,2.6,2.8,-0.19999999999999973
2698,2018-05-22,2.6,2.8,-0.19999999999999973
2697,2018-05-21,2.6,2.8,-0.19999999999999973
2696,2018-05-20,2.6,2.8,-0.19999999999999973
2695,2018-05-19,2.6,2.8,-0.19999999999999973
2694,2018-05-18,2.6,2.8,-0.19999999999999973
2693,2018-05-17,2.6,2.8,-0.19999999999999973
2692,2018-05-16,2.6,2.8,-0.19999999999999973
2691,2018-05-15,2.6,2.8,-0.19999999999999973
2690,2018-05-14,2.6,2.8,-0.19999999999999973
2689,2018-05-13,2.6,2.8,-0.19999999999999973
2688,2018-05-12,2.6,2.8,-0.19999999999999973
2687,2018-05-11,2.6,2.8,-0.19999999999999973
2686,2018-05-10,2.6,2.8,-0.19999999999999973
2685,2018-05-09,2.6,2.8,-0.19999999999999973
2684,2018-05-08,3.0,2.9,0.10000000000000009
2683,2018-05-07,3.0,2.9,0.10000000000000009
2682,2018-05-06,3.0,2.9,0.10000000000000009
2681,2018-05-05,3.0,2.9,0.10000000000000009
2680,2018-05-04,3.0,2.9,0.10000000000000009
2679,2018-05-03,3.0,2.9,0.10000000000000009
2678,2018-05-02,3.0,2.9,0.10000000000000009
2677,2018-05-01,3.0,2.9,0.10000000000000009
2676,2018-04-30,3.0,2.9,0.10000000000000009
2675,2018-04-29,3.0,2.9,0.10000000000000009
2674,2018-04-28,3.0,2.9,0.10000000000000009
2673,2018-04-27,3.0,2.9,0.10000000000000009
2672,2018-04-26,3.0,2.9,0.10000000000000009
2671,2018-04-25,3.0,2.9,0.10000000000000009
2670,2018-04-24,3.0,2.9,0.10000000000000009
2669,2018-04-23,3.0,2.9,0.10000000000000009
2668,2018-04-22,3.0,2.9,0.10000000000000009
2667,2018-04-21,3.0,2.9,0.10000000000000009
2666,2018-04-20,3.0,2.9,0.10000000000000009
2665,2018-04-19,3.0,2.9,0.10000000000000009
2664,2018-04-18,3.0,2.9,0.10000000000000009
2663,2018-04-17,3.0,2.9,0.10000000000000009
2662,2018-04-16,3.0,2.9,0.10000000000000009
2661,2018-04-15,3.0,2.9,0.10000000000000009
2660,2018-04-14,3.0,2.9,0.10000000000000009
2659,2018-04-13,3.0,2.9,0.10000000000000009
2658,2018-04-12,3.0,2.9,0.10000000000000009
2657,2018-04-11,3.0,2.9,0.10000000000000009
2656,2018-04-10,3.0,2.9,0.10000000000000009
2655,2018-04-09,2.8,2.8,0.0
2654,2018-04-08,2.8,2.8,0.0
2653,2018-04-07,2.8,2.8,0.0
2652,2018-04-06,2.8,2.8,0.0
2651,2018-04-05,2.8,2.8,0.0
2650,2018-04-04,2.8,2.8,0.0
2649,2018-04-03,2.8,2.8,0.0
2648,2018-04-02,2.8,2.8,0.0
2647,2018-04-01,2.8,2.8,0.0
2646,2018-03-31,2.8,2.8,0.0
2645,2018-03-30,2.8,2.8,0.0
2644,2018-03-29,2.8,2.8,0.0
2643,2018-03-28,2.8,2.8,0.0
2642,2018-03-27,2.8,2.8,0.0
2641,2018-03-26,2.8,2.8,0.0
2640,2018-03-25,2.8,2.8,0.0
2639,2018-03-24,2.8,2.8,0.0
2638,2018-03-23,2.8,2.8,0.0
2637,2018-03-22,2.8,2.8,0.0
2636,2018-03-21,2.8,2.8,0.0
2635,2018-03-20,2.8,2.8,0.0
2634,2018-03-19,2.8,2.8,0.0
2633,2018-03-18,2.8,2.8,0.0
2632,2018-03-17,2.8,2.8,0.0
2631,2018-03-16,2.8,2.8,0.0
2630,2018-03-15,2.8,2.8,0.0
2629,2018-03-14,2.8,2.8,0.0
2628,2018-03-13,2.7,2.5,0.20000000000000018
2627,2018-03-12,2.7,2.5,0.20000000000000018
2626,2018-03-11,2.7,2.5,0.20000000000000018
2625,2018-03-10,2.7,2.5,0.20000000000000018
2624,2018-03-09,2.7,2.5,0.20000000000000018
2623,2018-03-08,2.7,2.5,0.20000000000000018
2622,2018-03-07,2.7,2.5,0.20000000000000018
2621,2018-03-06,2.7,2.5,0.20000000000000018
2620,2018-03-05,2.7,2.5,0.20000000000000018
2619,2018-03-04,2.7,2.5,0.20000000000000018
2618,2018-03-03,2.7,2.5,0.20000000000000018
2617,2018-03-02,2.7,2.5,0.20000000000000018
2616,2018-03-01,2.7,2.5,0.20000000000000018
2615,2018-02-28,2.7,2.5,0.20000000000000018
2614,2018-02-27,2.7,2.5,0.20000000000000018
2613,2018-02-26,2.7,2.5,0.20000000000000018
2612,2018-02-25,2.7,2.5,0.20000000000000018
2611,2018-02-24,2.7,2.5,0.20000000000000018
2610,2018-02-23,2.7,2.5,0.20000000000000018
2609,2018-02-22,2.7,2.5,0.20000000000000018
2608,2018-02-21,2.7,2.5,0.20000000000000018
2607,2018-02-20,2.7,2.5,0.20000000000000018
2606,2018-02-19,2.7,2.5,0.20000000000000018
2605,2018-02-18,2.7,2.5,0.20000000000000018
2604,2018-02-17,2.7,2.5,0.20000000000000018
2603,2018-02-16,2.7,2.5,0.20000000000000018
2602,2018-02-15,2.7,2.5,0.20000000000000018
2601,2018-02-14,2.6,3.0,-0.3999999999999999
2600,2018-02-13,2.6,3.0,-0.3999999999999999
2599,2018-02-12,2.6,3.0,-0.3999999999999999
2598,2018-02-11,2.6,3.0,-0.3999999999999999
2597,2018-02-10,2.6,3.0,-0.3999999999999999
2596,2018-02-09,2.6,3.0,-0.3999999999999999
2595,2018-02-08,2.6,3.0,-0.3999999999999999
2594,2018-02-07,2.6,3.0,-0.3999999999999999
2593,2018-02-06,2.6,3.0,-0.3999999999999999
2592,2018-02-05,2.6,3.0,-0.3999999999999999
2591,2018-02-04,2.6,3.0,-0.3999999999999999
2590,2018-02-03,2.6,3.0,-0.3999999999999999
2589,2018-02-02,2.6,3.0,-0.3999999999999999
2588,2018-02-01,2.6,3.0,-0.3999999999999999
2587,2018-01-31,2.6,3.0,-0.3999999999999999
2586,2018-01-30,2.6,3.0,-0.3999999999999999
2585,2018-01-29,2.6,3.0,-0.3999999999999999
2584,2018-01-28,2.6,3.0,-0.3999999999999999
2583,2018-01-27,2.6,3.0,-0.3999999999999999
2582,2018-01-26,2.6,3.0,-0.3999999999999999
2581,2018-01-25,2.6,3.0,-0.3999999999999999
2580,2018-01-24,2.6,3.0,-0.3999999999999999
2579,2018-01-23,2.6,3.0,-0.3999999999999999
2578,2018-01-22,2.6,3.0,-0.3999999999999999
2577,2018-01-21,2.6,3.0,-0.3999999999999999
2576,2018-01-20,2.6,3.0,-0.3999999999999999
2575,2018-01-19,2.6,3.0,-0.3999999999999999
2574,2018-01-18,2.6,3.0,-0.3999999999999999
2573,2018-01-17,2.6,3.0,-0.3999999999999999
2572,2018-01-16,2.6,3.0,-0.3999999999999999
2571,2018-01-15,2.6,3.0,-0.3999999999999999
2570,2018-01-14,2.6,3.0,-0.3999999999999999
2569,2018-01-13,2.6,3.0,-0.3999999999999999
2568,2018-01-12,2.6,3.0,-0.3999999999999999
2567,2018-01-11,2.6,3.0,-0.3999999999999999
2566,2018-01-10,3.1,2.9,0.20000000000000018
2565,2018-01-09,3.1,2.9,0.20000000000000018
2564,2018-01-08,3.1,2.9,0.20000000000000018
2563,2018-01-07,3.1,2.9,0.20000000000000018
2562,2018-01-06,3.1,2.9,0.20000000000000018
2561,2018-01-05,3.1,2.9,0.20000000000000018
2560,2018-01-04,3.1,2.9,0.20000000000000018
2559,2018-01-03,3.1,2.9,0.20000000000000018
2558,2018-01-02,3.1,2.9,0.20000000000000018
2557,2018-01-01,3.1,2.9,0.20000000000000018
2556,2017-12-31,3.1,2.9,0.20000000000000018
2555,2017-12-30,3.1,2.9,0.20000000000000018
2554,2017-12-29,3.1,2.9,0.20000000000000018
2553,2017-12-28,3.1,2.9,0.20000000000000018
2552,2017-12-27,3.1,2.9,0.20000000000000018
2551,2017-12-26,3.1,2.9,0.20000000000000018
2550,2017-12-25,3.1,2.9,0.20000000000000018
2549,2017-12-24,3.1,2.9,0.20000000000000018
2548,2017-12-23,3.1,2.9,0.20000000000000018
2547,2017-12-22,3.1,2.9,0.20000000000000018
2546,2017-12-21,3.1,2.9,0.20000000000000018
2545,2017-12-20,3.1,2.9,0.20000000000000018
2544,2017-12-19,3.1,2.9,0.20000000000000018
2543,2017-12-18,3.1,2.9,0.20000000000000018
2542,2017-12-17,3.1,2.9,0.20000000000000018
2541,2017-12-16,3.1,2.9,0.20000000000000018
2540,2017-12-15,3.1,2.9,0.20000000000000018
2539,2017-12-14,3.1,2.9,0.20000000000000018
2538,2017-12-13,3.1,2.9,0.20000000000000018
2537,2017-12-12,3.1,2.9,0.20000000000000018
2536,2017-12-11,2.8,2.4,0.3999999999999999
2535,2017-12-10,2.8,2.4,0.3999999999999999
2534,2017-12-09,2.8,2.4,0.3999999999999999
2533,2017-12-08,2.8,2.4,0.3999999999999999
2532,2017-12-07,2.8,2.4,0.3999999999999999
2531,2017-12-06,2.8,2.4,0.3999999999999999
2530,2017-12-05,2.8,2.4,0.3999999999999999
2529,2017-12-04,2.8,2.4,0.3999999999999999
2528,2017-12-03,2.8,2.4,0.3999999999999999
2527,2017-12-02,2.8,2.4,0.3999999999999999
2526,2017-12-01,2.8,2.4,0.3999999999999999
2525,2017-11-30,2.8,2.4,0.3999999999999999
2524,2017-11-29,2.8,2.4,0.3999999999999999
2523,2017-11-28,2.8,2.4,0.3999999999999999
2522,2017-11-27,2.8,2.4,0.3999999999999999
2521,2017-11-26,2.8,2.4,0.3999999999999999
2520,2017-11-25,2.8,2.4,0.3999999999999999
2519,2017-11-24,2.8,2.4,0.3999999999999999
2518,2017-11-23,2.8,2.4,0.3999999999999999
2517,2017-11-22,2.8,2.4,0.3999999999999999
2516,2017-11-21,2.8,2.4,0.3999999999999999
2515,2017-11-20,2.8,2.4,0.3999999999999999
2514,2017-11-19,2.8,2.4,0.3999999999999999
2513,2017-11-18,2.8,2.4,0.3999999999999999
2512,2017-11-17,2.8,2.4,0.3999999999999999
2511,2017-11-16,2.8,2.4,0.3999999999999999
2510,2017-11-15,2.8,2.4,0.3999999999999999
2509,2017-11-14,2.8,2.4,0.3999999999999999
2508,2017-11-13,2.6,2.5,0.10000000000000009
2507,2017-11-12,2.6,2.5,0.10000000000000009
2506,2017-11-11,2.6,2.5,0.10000000000000009
2505,2017-11-10,2.6,2.5,0.10000000000000009
2504,2017-11-09,2.6,2.5,0.10000000000000009
2503,2017-11-08,2.6,2.5,0.10000000000000009
2502,2017-11-07,2.6,2.5,0.10000000000000009
2501,2017-11-06,2.6,2.5,0.10000000000000009
2500,2017-11-05,2.6,2.5,0.10000000000000009
2499,2017-11-04,2.6,2.5,0.10000000000000009
2498,2017-11-03,2.6,2.5,0.10000000000000009
2497,2017-11-02,2.6,2.5,0.10000000000000009
2496,2017-11-01,2.6,2.5,0.10000000000000009
2495,2017-10-31,2.6,2.5,0.10000000000000009
2494,2017-10-30,2.6,2.5,0.10000000000000009
2493,2017-10-29,2.6,2.5,0.10000000000000009
2492,2017-10-28,2.6,2.5,0.10000000000000009
2491,2017-10-27,2.6,2.5,0.10000000000000009
2490,2017-10-26,2.6,2.5,0.10000000000000009
2489,2017-10-25,2.6,2.5,0.10000000000000009
2488,2017-10-24,2.6,2.5,0.10000000000000009
2487,2017-10-23,2.6,2.5,0.10000000000000009
2486,2017-10-22,2.6,2.5,0.10000000000000009
2485,2017-10-21,2.6,2.5,0.10000000000000009
2484,2017-10-20,2.6,2.5,0.10000000000000009
2483,2017-10-19,2.6,2.5,0.10000000000000009
2482,2017-10-18,2.6,2.5,0.10000000000000009
2481,2017-10-17,2.6,2.5,0.10000000000000009
2480,2017-10-16,2.6,2.5,0.10000000000000009
2479,2017-10-15,2.6,2.5,0.10000000000000009
2478,2017-10-14,2.6,2.5,0.10000000000000009
2477,2017-10-13,2.6,2.5,0.10000000000000009
2476,2017-10-12,2.6,2.5,0.10000000000000009
2475,2017-10-11,2.4,2.5,-0.10000000000000009
2474,2017-10-10,2.4,2.5,-0.10000000000000009
2473,2017-10-09,2.4,2.5,-0.10000000000000009
2472,2017-10-08,2.4,2.5,-0.10000000000000009
2471,2017-10-07,2.4,2.5,-0.10000000000000009
2470,2017-10-06,2.4,2.5,-0.10000000000000009
2469,2017-10-05,2.4,2.5,-0.10000000000000009
2468,2017-10-04,2.4,2.5,-0.10000000000000009
2467,2017-10-03,2.4,2.5,-0.10000000000000009
2466,2017-10-02,2.4,2.5,-0.10000000000000009
2465,2017-10-01,2.4,2.5,-0.10000000000000009
2464,2017-09-30,2.4,2.5,-0.10000000000000009
2463,2017-09-29,2.4,2.5,-0.10000000000000009
2462,2017-09-28,2.4,2.5,-0.10000000000000009
2461,2017-09-27,2.4,2.5,-0.10000000000000009
2460,2017-09-26,2.4,2.5,-0.10000000000000009
2459,2017-09-25,2.4,2.5,-0.10000000000000009
2458,2017-09-24,2.4,2.5,-0.10000000000000009
2457,2017-09-23,2.4,2.5,-0.10000000000000009
2456,2017-09-22,2.4,2.5,-0.10000000000000009
2455,2017-09-21,2.4,2.5,-0.10000000000000009
2454,2017-09-20,2.4,2.5,-0.10000000000000009
2453,2017-09-19,2.4,2.5,-0.10000000000000009
2452,2017-09-18,2.4,2.5,-0.10000000000000009
2451,2017-09-17,2.4,2.5,-0.10000000000000009
2450,2017-09-16,2.4,2.5,-0.10000000000000009
2449,2017-09-15,2.4,2.5,-0.10000000000000009
2448,2017-09-14,2.4,2.5,-0.10000000000000009
2447,2017-09-13,2.4,2.5,-0.10000000000000009
2446,2017-09-12,1.9,2.2,-0.30000000000000027
2445,2017-09-11,1.9,2.2,-0.30000000000000027
2444,2017-09-10,1.9,2.2,-0.30000000000000027
2443,2017-09-09,1.9,2.2,-0.30000000000000027
2442,2017-09-08,1.9,2.2,-0.30000000000000027
2441,2017-09-07,1.9,2.2,-0.30000000000000027
2440,2017-09-06,1.9,2.2,-0.30000000000000027
2439,2017-09-05,1.9,2.2,-0.30000000000000027
2438,2017-09-04,1.9,2.2,-0.30000000000000027
2437,2017-09-03,1.9,2.2,-0.30000000000000027
2436,2017-09-02,1.9,2.2,-0.30000000000000027
2435,2017-09-01,1.9,2.2,-0.30000000000000027
2434,2017-08-31,1.9,2.2,-0.30000000000000027
2433,2017-08-30,1.9,2.2,-0.30000000000000027
2432,2017-08-29,1.9,2.2,-0.30000000000000027
2431,2017-08-28,1.9,2.2,-0.30000000000000027
2430,2017-08-27,1.9,2.2,-0.30000000000000027
2429,2017-08-26,1.9,2.2,-0.30000000000000027
2428,2017-08-25,1.9,2.2,-0.30000000000000027
2427,2017-08-24,1.9,2.2,-0.30000000000000027
2426,2017-08-23,1.9,2.2,-0.30000000000000027
2425,2017-08-22,1.9,2.2,-0.30000000000000027
2424,2017-08-21,1.9,2.2,-0.30000000000000027
2423,2017-08-20,1.9,2.2,-0.30000000000000027
2422,2017-08-19,1.9,2.2,-0.30000000000000027
2421,2017-08-18,1.9,2.2,-0.30000000000000027
2420,2017-08-17,1.9,2.2,-0.30000000000000027
2419,2017-08-16,1.9,2.2,-0.30000000000000027
2418,2017-08-15,1.9,2.2,-0.30000000000000027
2417,2017-08-14,1.9,2.2,-0.30000000000000027
2416,2017-08-13,1.9,2.2,-0.30000000000000027
2415,2017-08-12,1.9,2.2,-0.30000000000000027
2414,2017-08-11,1.9,2.2,-0.30000000000000027
2413,2017-08-10,1.9,2.2,-0.30000000000000027
2412,2017-08-09,2.0,1.9,0.10000000000000009
2411,2017-08-08,2.0,1.9,0.10000000000000009
2410,2017-08-07,2.0,1.9,0.10000000000000009
2409,2017-08-06,2.0,1.9,0.10000000000000009
2408,2017-08-05,2.0,1.9,0.10000000000000009
2407,2017-08-04,2.0,1.9,0.10000000000000009
2406,2017-08-03,2.0,1.9,0.10000000000000009
2405,2017-08-02,2.0,1.9,0.10000000000000009
2404,2017-08-01,2.0,1.9,0.10000000000000009
2403,2017-07-31,2.0,1.9,0.10000000000000009
2402,2017-07-30,2.0,1.9,0.10000000000000009
2401,2017-07-29,2.0,1.9,0.10000000000000009
2400,2017-07-28,2.0,1.9,0.10000000000000009
2399,2017-07-27,2.0,1.9,0.10000000000000009
2398,2017-07-26,2.0,1.9,0.10000000000000009
2397,2017-07-25,2.0,1.9,0.10000000000000009
2396,2017-07-24,2.0,1.9,0.10000000000000009
2395,2017-07-23,2.0,1.9,0.10000000000000009
2394,2017-07-22,2.0,1.9,0.10000000000000009
2393,2017-07-21,2.0,1.9,0.10000000000000009
2392,2017-07-20,2.0,1.9,0.10000000000000009
2391,2017-07-19,2.0,1.9,0.10000000000000009
2390,2017-07-18,2.0,1.9,0.10000000000000009
2389,2017-07-17,2.0,1.9,0.10000000000000009
2388,2017-07-16,2.0,1.9,0.10000000000000009
2387,2017-07-15,2.0,1.9,0.10000000000000009
2386,2017-07-14,2.0,1.9,0.10000000000000009
2385,2017-07-13,2.0,1.9,0.10000000000000009
2384,2017-07-12,2.4,2.3,0.10000000000000009
2383,2017-07-11,2.4,2.3,0.10000000000000009
2382,2017-07-10,2.4,2.3,0.10000000000000009
2381,2017-07-09,2.4,2.3,0.10000000000000009
2380,2017-07-08,2.4,2.3,0.10000000000000009
2379,2017-07-07,2.4,2.3,0.10000000000000009
2378,2017-07-06,2.4,2.3,0.10000000000000009
2377,2017-07-05,2.4,2.3,0.10000000000000009
2376,2017-07-04,2.4,2.3,0.10000000000000009
2375,2017-07-03,2.4,2.3,0.10000000000000009
2374,2017-07-02,2.4,2.3,0.10000000000000009
2373,2017-07-01,2.4,2.3,0.10000000000000009
2372,2017-06-30,2.4,2.3,0.10000000000000009
2371,2017-06-29,2.4,2.3,0.10000000000000009
2370,2017-06-28,2.4,2.3,0.10000000000000009
2369,2017-06-27,2.4,2.3,0.10000000000000009
2368,2017-06-26,2.4,2.3,0.10000000000000009
2367,2017-06-25,2.4,2.3,0.10000000000000009
2366,2017-06-24,2.4,2.3,0.10000000000000009
2365,2017-06-23,2.4,2.3,0.10000000000000009
2364,2017-06-22,2.4,2.3,0.10000000000000009
2363,2017-06-21,2.4,2.3,0.10000000000000009
2362,2017-06-20,2.4,2.3,0.10000000000000009
2361,2017-06-19,2.4,2.3,0.10000000000000009
2360,2017-06-18,2.4,2.3,0.10000000000000009
2359,2017-06-17,2.4,2.3,0.10000000000000009
2358,2017-06-16,2.4,2.3,0.10000000000000009
2357,2017-06-15,2.4,2.3,0.10000000000000009
2356,2017-06-14,2.4,2.3,0.10000000000000009
2355,2017-06-13,2.4,2.3,0.10000000000000009
2354,2017-06-12,2.5,2.2,0.2999999999999998
2353,2017-06-11,2.5,2.2,0.2999999999999998
2352,2017-06-10,2.5,2.2,0.2999999999999998
2351,2017-06-09,2.5,2.2,0.2999999999999998
2350,2017-06-08,2.5,2.2,0.2999999999999998
2349,2017-06-07,2.5,2.2,0.2999999999999998
2348,2017-06-06,2.5,2.2,0.2999999999999998
2347,2017-06-05,2.5,2.2,0.2999999999999998
2346,2017-06-04,2.5,2.2,0.2999999999999998
2345,2017-06-03,2.5,2.2,0.2999999999999998
2344,2017-06-02,2.5,2.2,0.2999999999999998
2343,2017-06-01,2.5,2.2,0.2999999999999998
2342,2017-05-31,2.5,2.2,0.2999999999999998
2341,2017-05-30,2.5,2.2,0.2999999999999998
2340,2017-05-29,2.5,2.2,0.2999999999999998
2339,2017-05-28,2.5,2.2,0.2999999999999998
2338,2017-05-27,2.5,2.2,0.2999999999999998
2337,2017-05-26,2.5,2.2,0.2999999999999998
2336,2017-05-25,2.5,2.2,0.2999999999999998
2335,2017-05-24,2.5,2.2,0.2999999999999998
2334,2017-05-23,2.5,2.2,0.2999999999999998
2333,2017-05-22,2.5,2.2,0.2999999999999998
2332,2017-05-21,2.5,2.2,0.2999999999999998
2331,2017-05-20,2.5,2.2,0.2999999999999998
2330,2017-05-19,2.5,2.2,0.2999999999999998
2329,2017-05-18,2.5,2.2,0.2999999999999998
2328,2017-05-17,2.5,2.2,0.2999999999999998
2327,2017-05-16,2.5,2.2,0.2999999999999998
2326,2017-05-15,2.5,2.2,0.2999999999999998
2325,2017-05-14,2.5,2.2,0.2999999999999998
2324,2017-05-13,2.5,2.2,0.2999999999999998
2323,2017-05-12,2.5,2.2,0.2999999999999998
2322,2017-05-11,2.5,2.2,0.2999999999999998
2321,2017-05-10,2.3,2.4,-0.10000000000000009
2320,2017-05-09,2.3,2.4,-0.10000000000000009
2319,2017-05-08,2.3,2.4,-0.10000000000000009
2318,2017-05-07,2.3,2.4,-0.10000000000000009
2317,2017-05-06,2.3,2.4,-0.10000000000000009
2316,2017-05-05,2.3,2.4,-0.10000000000000009
2315,2017-05-04,2.3,2.4,-0.10000000000000009
2314,2017-05-03,2.3,2.4,-0.10000000000000009
2313,2017-05-02,2.3,2.4,-0.10000000000000009
2312,2017-05-01,2.3,2.4,-0.10000000000000009
2311,2017-04-30,2.3,2.4,-0.10000000000000009
2310,2017-04-29,2.3,2.4,-0.10000000000000009
2309,2017-04-28,2.3,2.4,-0.10000000000000009
2308,2017-04-27,2.3,2.4,-0.10000000000000009
2307,2017-04-26,2.3,2.4,-0.10000000000000009
2306,2017-04-25,2.3,2.4,-0.10000000000000009
2305,2017-04-24,2.3,2.4,-0.10000000000000009
2304,2017-04-23,2.3,2.4,-0.10000000000000009
2303,2017-04-22,2.3,2.4,-0.10000000000000009
2302,2017-04-21,2.3,2.4,-0.10000000000000009
2301,2017-04-20,2.3,2.4,-0.10000000000000009
2300,2017-04-19,2.3,2.4,-0.10000000000000009
2299,2017-04-18,2.3,2.4,-0.10000000000000009
2298,2017-04-17,2.3,2.4,-0.10000000000000009
2297,2017-04-16,2.3,2.4,-0.10000000000000009
2296,2017-04-15,2.3,2.4,-0.10000000000000009
2295,2017-04-14,2.3,2.4,-0.10000000000000009
2294,2017-04-13,2.3,2.4,-0.10000000000000009
2293,2017-04-12,2.2,2.0,0.20000000000000018
2292,2017-04-11,2.2,2.0,0.20000000000000018
2291,2017-04-10,2.2,2.0,0.20000000000000018
2290,2017-04-09,2.2,2.0,0.20000000000000018
2289,2017-04-08,2.2,2.0,0.20000000000000018
2288,2017-04-07,2.2,2.0,0.20000000000000018
2287,2017-04-06,2.2,2.0,0.20000000000000018
2286,2017-04-05,2.2,2.0,0.20000000000000018
2285,2017-04-04,2.2,2.0,0.20000000000000018
2284,2017-04-03,2.2,2.0,0.20000000000000018
2283,2017-04-02,2.2,2.0,0.20000000000000018
2282,2017-04-01,2.2,2.0,0.20000000000000018
2281,2017-03-31,2.2,2.0,0.20000000000000018
2280,2017-03-30,2.2,2.0,0.20000000000000018
2279,2017-03-29,2.2,2.0,0.20000000000000018
2278,2017-03-28,2.2,2.0,0.20000000000000018
2277,2017-03-27,2.2,2.0,0.20000000000000018
2276,2017-03-26,2.2,2.0,0.20000000000000018
2275,2017-03-25,2.2,2.0,0.20000000000000018
2274,2017-03-24,2.2,2.0,0.20000000000000018
2273,2017-03-23,2.2,2.0,0.20000000000000018
2272,2017-03-22,2.2,2.0,0.20000000000000018
2271,2017-03-21,2.2,2.0,0.20000000000000018
2270,2017-03-20,2.2,2.0,0.20000000000000018
2269,2017-03-19,2.2,2.0,0.20000000000000018
2268,2017-03-18,2.2,2.0,0.20000000000000018
2267,2017-03-17,2.2,2.0,0.20000000000000018
2266,2017-03-16,2.2,2.0,0.20000000000000018
2265,2017-03-15,2.2,2.0,0.20000000000000018
2264,2017-03-14,2.2,2.0,0.20000000000000018
2263,2017-03-13,1.6,1.5,0.10000000000000009
2262,2017-03-12,1.6,1.5,0.10000000000000009
2261,2017-03-11,1.6,1.5,0.10000000000000009
2260,2017-03-10,1.6,1.5,0.10000000000000009
2259,2017-03-09,1.6,1.5,0.10000000000000009
2258,2017-03-08,1.6,1.5,0.10000000000000009
2257,2017-03-07,1.6,1.5,0.10000000000000009
2256,2017-03-06,1.6,1.5,0.10000000000000009
2255,2017-03-05,1.6,1.5,0.10000000000000009
2254,2017-03-04,1.6,1.5,0.10000000000000009
2253,2017-03-03,1.6,1.5,0.10000000000000009
2252,2017-03-02,1.6,1.5,0.10000000000000009
2251,2017-03-01,1.6,1.5,0.10000000000000009
2250,2017-02-28,1.6,1.5,0.10000000000000009
2249,2017-02-27,1.6,1.5,0.10000000000000009
2248,2017-02-26,1.6,1.5,0.10000000000000009
2247,2017-02-25,1.6,1.5,0.10000000000000009
2246,2017-02-24,1.6,1.5,0.10000000000000009
2245,2017-02-23,1.6,1.5,0.10000000000000009
2244,2017-02-22,1.6,1.5,0.10000000000000009
2243,2017-02-21,1.6,1.5,0.10000000000000009
2242,2017-02-20,1.6,1.5,0.10000000000000009
2241,2017-02-19,1.6,1.5,0.10000000000000009
2240,2017-02-18,1.6,1.5,0.10000000000000009
2239,2017-02-17,1.6,1.5,0.10000000000000009
2238,2017-02-16,1.6,1.5,0.10000000000000009
2237,2017-02-15,1.6,1.5,0.10000000000000009
2236,2017-02-14,1.6,1.5,0.10000000000000009
2235,2017-02-13,1.6,1.6,0.0
2234,2017-02-12,1.6,1.6,0.0
2233,2017-02-11,1.6,1.6,0.0
2232,2017-02-10,1.6,1.6,0.0
2231,2017-02-09,1.6,1.6,0.0
2230,2017-02-08,1.6,1.6,0.0
2229,2017-02-07,1.6,1.6,0.0
2228,2017-02-06,1.6,1.6,0.0
2227,2017-02-05,1.6,1.6,0.0
2226,2017-02-04,1.6,1.6,0.0
2225,2017-02-03,1.6,1.6,0.0
2224,2017-02-02,1.6,1.6,0.0
2223,2017-02-01,1.6,1.6,0.0
2222,2017-01-31,1.6,1.6,0.0
